USERID,OBJID,RATING,REGION
CA2Bnb04pIIE8tVveMDdfQ,9RsIfJvThEwSgCXdTOPieQ,3,0
Z0GA65zCMI4ska4iHRr8Bg,zb8kMYcte7WLcB-7CG3vNg,5,4
2m2MNnlOdofofmUs-hYTJQ,Yc5_nA9NqqxOp8WCugF-Ng,3,6
Yg08tRMxm0eaL-rXyNIAHw,4ZwkfK-8Au18_taabb38KA,4,4
tXqVduTJHLbrrwVEO8JX6w,g8OnV26ywJlZpezdBnOWUQ,4,4
eAJ3Ip0vh-zuk_BmcmchYA,jaI2y3WsNXysaf43KnJJJQ,5,11
wurfvHZF2B1jzWj9QRRnGQ,hrhtWc8UcoZqYr2d7YPgEA,3,4
CxDOIDnH8gp9KXzpBHJYXw,DSh8E3ET1K5kB-uM3N9nhg,2,5
DeXKbQYNx52OlOizobOLJw,j-5O-Ehd2eaCHYgmTSfoRw,5,9
lOZKlSyQa-jSv4HZ66okGg,VS6hYqFnqhrtQEcJ96sbMw,3,0
MiALWsQL88BzrACF8v10_A,Au42SOOswePU8ZsIFfrhhQ,5,11
SDAjElWg3R5x8AGo5guKRA,Pi2laGNPpaEp-h9kcWnVlg,5,15
46eVHhwdxITY4W2_jsguMQ,9bheuwB1IEEbjPyMiK6mZw,5,2
jWb6ypg8lHH3cK_lSWE2ZQ,abOlYWSnocmnFyjZpJhj5A,5,5
yfXqZkU5iXE07GSHzdsQBA,8HBRdEnm99TUqwbuB7E6FA,4,0
dAB-v4B-5_8QgTcoVSnZOw,ERjDXFk2J7RprGrOEDR0LQ,4,5
03p8zXkWRammSu76kGzb6g,5Iin0tl6QJT_TyL1BldtyA,3,0
XMy-OTpVY8O1L-8w1zOKcw,60cxYPUU0WQrxDMroJhMjg,5,1
6Ki3bAL0wx9ymbdJqbSWMA,B7b0lgA_TW7Y5d5GdDYbHA,4,9
fiGqQ7pIGKyZ9G0RqWLMpg,YJK7J9I7_BNzCV8XO1VS_Q,4,4
l7sZTLRUBK0k3xjRTj1CSA,KYmWLtWOmPe7yW_QzrYbjA,1,5
1ghFOCMBpo2bGaWu_c1tcg,Be8nEZH7rDqnWcM-dirsNA,3,12
dLOfp-2TAGAb78jGZPvMoA,-6hVnjeCvU_ImnQEJyrGrw,4,0
jnB_saJqNfOmVoCWquhAzg,EPC6hf0LI9CqUOSGxMxHow,5,15
VnlUnPrfae-fbqDoXuvDbw,izCeT3RLeARwP-VJaOmIKg,4,14
UYcmGbelzRa0Q6JqzLoguw,A0X1baHPgw9IiBRivu0G9g,5,4
o-t-i7nbT5N_cmkCXs5oDQ,QD61fmXTp476qfS0dpt2Lw,4,10
HSkGdE27HF5qI1qWfES1Xg,5YFoTReuv30skVEemqZ-sQ,4,0
XrSVdoufjkqzRNJg1tcBxA,sgmQki4RpkR9qJUOPaph3A,5,11
bJTKxBIvb_AR8d4SuLPV8g,Mp0jeFRzl2HXbPPBYbL9iA,3,5
6FWgDfALCn6IB8AUxJM9GQ,ttKbmaIhQREGeT2esJnIMQ,4,9
uTRWF_Hd-Sbc164ixIP8ng,Iexv0Un2MfGEjHk8ejL8Ww,4,0
OMjqheLCafymV1f19n427g,Yk2joR70TwHAdI0FnukFog,2,3
PKEzKWv_FktMm2mGPjwd0Q,4ZwkfK-8Au18_taabb38KA,4,4
i6nzTfZ8TRckJOGgZIpr5Q,4Cy_M5b7-pkimLebxWUSyw,5,14
YRcaNlwQ6XXPFDXWtuMGdA,H7rpWv02D6WTu6IpNNDkWw,4,5
LNPyE5X1K5B_flcTCH9StQ,HD4JDFoc_htq5VYESJT8gw,1,4
lCmvpQfFpdxhbWVM59eUCg,OpqPJUGAuTQa17pfhLJfIw,3,5
CSA-YFyZWlxPTeAZRJqMWA,1bkp1NeTw5yg3hTsldkoPA,3,5
nnfbZsY3Z_wTGg3ZC94E_A,GTwQgfi8DN23D9fMURYUdw,4,5
pA0Ke_97Qn8ROyZbEMtVWg,P7pxQFqr7yBKMMI2J51udw,2,4
x7zoxuIXfaPNDl_CJOBlpA,-9S_n0bktrfv3h3YIOPVfQ,1,2
XEGGwbBHYkrnls3nRPn2IQ,WytXFkpI7Gu60shdLwec0g,2,3
EtBYV4tWrKH6jR0RCwV_JA,fJen2otermRClH3rWuC8sQ,4,6
6lmpr-WllUmPk094mpvQ_w,ArzvTos0EuwOrrtEILUDcQ,5,4
Ry1O_KXZHGRI8g5zBR3IcQ,G_JJzggeit0hNqEgvmKRzQ,3,6
Z_xbO-Iaxbx-ZRPhLJK-Ew,RF2BJI7MyKC-p5a2a1OEaQ,3,0
ZsjuEgOdvx9l5GKZdtwYIw,InfzHR1oZYwn1qell8_4CQ,3,4
N3J-41OHb87d-d395bMDmQ,lwZdxtiTX2DsWXrkJHi-9Q,3,0
x7zoxuIXfaPNDl_CJOBlpA,Uzkiz-IKgLZXdhHucfYZww,3,2
14LJRp9bgwbsmlyEq-3JxA,P7pxQFqr7yBKMMI2J51udw,3,4
MWpLsv5mSSHhoX3T-QSMXw,dHVeXpn7WfEd6WW5TSK9EQ,1,4
XqZrVXbkRhaqNMsid7pOkQ,Yk2joR70TwHAdI0FnukFog,3,3
3Vd_ATdvvuVVgn_YCpz8fw,kEC675O6YwRH30ImVxBCCA,4,4
FREeRQtjdJU83AFtdETBBw,GtSIihHmey3GLUD3-Hk4yw,5,5
ulLNJBYJz_2Pu4uG_BeqoQ,RU4-CoRiOE4sD99G1w1_Ug,3,6
uNxXIIFzjHm5r62UTyVjrQ,_JbuDLG7SFEtiCVDT1M0CQ,5,4
XgmEAWKBxlQ3vetV5ZXeow,zFl1EKiFA2TcW8q9Uvt8DA,3,14
veqfgg2AkKs_L70fx1Quag,TERNBX3fY1-oWsNfjjawsw,2,5
TaJ3hRYUW9Z82HF0qc4hFQ,pFCU_1SI56bB3sOLEPNf_A,3,5
uZ4z-4ftg7LbGR_blmZTow,Forh8ReS4pbs9PAIzcRpLA,4,4
HP8HNY4s_sLUcJEJcmzqxQ,I-WaaqvofK2YSS4agaPKjQ,5,1
HJj82f-csBI7jjgenwqhvw,Yp1swb-8pO8i-6-jaK2tsA,3,4
yZS81ytT4TnAzaQ9Qs73oA,sNmnwKtC4su9-uA03ZSG7w,5,12
O4GWB7-Vya0rGMZwASzncg,dh9tT-o7KliyiQKwQ_G2qg,3,7
2-XLTj0Cfd81_XlmHo02Aw,8R_oemw4rNjJL6sd40O_oQ,4,11
Qx8WMsFNHBfx6rIH_G0nBw,clyic-I4VvOkJszq78KJrQ,3,5
W2A4vfTSYCgM8tLOq8PWGg,zBDqbejZ-2lAkQCztjnx4Q,5,3
p7HMe4REUwSHn9in8mUQMQ,hrGcHSiwMUjyotaJcQ7f0g,2,12
Tjuwm4XdQjlmGdKVgEHx-A,P7pxQFqr7yBKMMI2J51udw,3,4
yfXqZkU5iXE07GSHzdsQBA,SD3ZyFR5ZjFneWpYhT6tLg,4,0
Uea_V6r3pzynOXm_NoNBBw,ICUCAzUZFiWkYs7iCtNCQg,4,6
IY8cvV2SQuhJjKhRW68tFw,NKPs-TiY0dmN-aY68t-R4A,3,0
FMXBbottjIZ5_b783zX1Jg,svgSgTCLdptW4WjS0xTgmg,5,7
5Mujjzv-ZH6HhxT-hWCpVg,7wYDK-BK97Yt8z7eDlBKDw,3,0
I9CD0hf9tnBbuhKOchJp1g,DjNdyATYYyHexZuUy54g2A,1,6
rgPpseopRnL7OemuToyVDQ,shLhh3VtQGX9XkenWwPJUQ,1,4
7cgp0EXG11v-y4F6sDU1hg,O3OH5IEFMPtz7mPKakPZ3Q,5,4
8D8mjeNaJ3DGhl0WX8copA,92JuUiprX3bYHa_3bIAOsg,5,5
RrLRd9M2Q6iYCNnKMZsdtw,XSHCjAtSUuN8IhTichIqkQ,2,5
UJdV27tvroF63sIKvaKmTQ,01fuY2NNscttoTxOYbuZXw,4,6
SfY0jEFqBkrqq9bVi6P31Q,P7pxQFqr7yBKMMI2J51udw,3,4
a48HhwcmjFLApZhiax41IA,L0LNTAw2QqbPTZNPO49xMA,5,4
1sGYXSkJHPhJ6wQtc-RbZw,LcUGX1CKxf8-2CAHh3M1vQ,5,11
tH0uKD-vNwMoEc3Xk3Cbdg,A0X1baHPgw9IiBRivu0G9g,4,4
9w4vI3LRTA4JdJyzOxeEMw,dUffgo9Lh_Vk9TLuFR5ywg,2,12
Uwu72w77MPox942_GnCS7g,cJkKGQ-QYcFicvLHfe5q3w,3,15
Ga9DnmdmhE0Zzs_jRtmrfA,W9UwtpOVdAgk5NKhMd_tcA,4,0
qCzx039NVrJkWnZEqQ1JKA,0IPTFesIRB3VQs3cRz_SnA,5,11
Hl86tv4xZmjCUOlRwyg0Ag,TW8Go1lkRIG2cHC6Z69UWw,3,0
_hSFyAV5QD0wrJAMb9QMJA,GVWo4NbfMjams2VzUfQTkQ,5,3
3dbkO9K5vcvJXuKrVu4BMA,A0X1baHPgw9IiBRivu0G9g,4,4
zBi_JWB5uUdVuz3JLoAxGQ,6e3GGt32bGFFoWkJ7KJc_g,5,4
epkRB3J_oBEiyiwahvdmGg,b1WGIdd_oSwGYZtC769Shw,4,4
g6ZIckP0jzSWfD-a2AnhuA,2pAaYEpVsAy3XNLpmPxCoA,3,5
JV4mCFFKgf_AurjiAXqq7w,67vPuUwGHk4WGg1onTtOew,5,1
Ieg1z6bc94U_RfS-OGxQ_A,-tseTthXWYoMjbqRpTZ45w,5,0
cafRiSVWRXlxDEK2YNrJ6g,N4BbeIbQNgtUEEMutu9U3w,3,4
xRpAEg0M0azAPuKVg7WtgA,Zf79K5QvjpT26M9OMt55sw,2,4
C2y-B8H-JkIfhqX70ry5VA,uGhoWn2z_07FMCrPC8aFDg,5,7
rl4hqDnywPJDCK4wfbXMzg,I1j1kEbQ5BliKsjzl5etVA,4,0
hGJhZ6Z-sG5ux9yzZc406g,Ty97c-UiKW6YC_GZP8EYCw,5,8
ROsAs833CTExJfWotUyY9Q,zQPnto54-IgCovKmAjH1jg,5,4
Zof5LevynuBuY00HNbbhlA,NvWjSruIUunXMI1EsUWo1Q,3,5
VeYSD3Xgxd-R4yowet51tA,EH6syFxDg7SXPrsqyg-DGw,3,4
5z587IBRnjCbo51IaHNPzQ,G9UlT-mBMdUwoUGCW405ow,3,14
anTmWtK-REFMAaLPzD5-ng,KeS8tUgcRqmGJ7dAvbL-2Q,4,2
FMXBbottjIZ5_b783zX1Jg,1QOkUiAiucxr3ckLLK9BjA,4,7
rl4hqDnywPJDCK4wfbXMzg,hK7JWGWf7p800LtJnZMt1A,5,0
sfd4dBlBZub_h8zLKcObfQ,hVzRXGGhRJfTXIasO3bq1w,3,7
UhlXS6NdA5k4SRunpcKHJw,DprO2_-TACRiPiimbtXvVA,5,15
oEshN5oq98_g23MvEnRc5A,0tfWZoTU2z3NFoyKzco7yg,4,0
HWLr60IBXAy9HD23W3Xmfg,hTvPGE7rIJIkMcuRfe0eOw,4,8
G5hDXvDMNuQ3JQnGCKqsKA,fkvctSjQoiHnQIkVDreamQ,3,5
FCzzkuhMrQ-pWYDA_fPmkg,rPfjmOrUXeSHD2wpukgbwg,1,3
94HchNwPr69BdrF0On9uKQ,SbbxTzYuMdW4dGgXBnT40Q,3,12
IxJahxdx5wYpkQrTjc8dLQ,InpTA6-ErH8JVwTKsbWNZA,1,4
9W73B44Iw8WslrTNB2CdCg,2auigv5pF08RjJ8CL1dIVw,3,5
sADnfWdDNhHnrox8vc4Kkg,W-0kYnhvU1rC1ip4ErgLUQ,3,4
ZngF2uBYrqyFjXd6LvuluQ,_bGZIJ0Z4bhxgfjlUDzZfA,5,4
DojaJuL75eaSataTeCgfmQ,knJh7agyWMdPyndI9dURjw,4,14
L0LokwGK2UzqLm8vys6Vhg,1sN8BsubZbBUI2nS_3LaSg,5,0
Vc0SrTF60u0uAI1OgGSPsw,4Ob6Ar4SpUzcPjU9IFpC2Q,3,5
hXen3vOQ6iSTKp5sSX9R_w,dSEcQPPUlATxZf5pvN_t5Q,3,1
wwPSdOrW0jVNgzr8whD0Jw,5GhwdPodZMhVoW4fBVv8OQ,3,8
4Bn-2V-Mp3I3nLGkdI3J-Q,nzAy8A_Kj7K6B4OyZzNsnQ,2,12
OcHE6d04oznL9psu73wkXA,vOyZkFAknjVg-Fwye3TKaQ,3,12
Ti5Bpj0eRmRYTBnep63S1Q,ahbDELrW7CqFbOVePbF5-Q,5,4
CaaGjAM1yL_t4yhNLD3f_g,Jwbt-m75VXM_pZMpVJRMmA,3,15
TDASnrM4Siq3JIhGiG2Nbw,QNcmzMJO3JsQzQZPSDSjYg,4,6
GWkFoDUEz58PPrtIqeFiqQ,Sc08tWE2M0HktBuUC_Ve0A,1,15
py5NxUH16FJuxLeuNrWI2A,WMCUbJQLQpnjQyA4Qai_2w,5,3
N3aGApmPJ5xma0xx20FeTA,R6sTe_wKyeWgATsCwFmjuw,5,1
z3WHx5PVY6BglO4d6Uo9Ww,NYf9TKBKPpa1wkA_uwIlfg,4,7
wo632pzj23-Di2RakSugjQ,XIg92ukZJn_1aiNx0OmusQ,4,8
8teQ4Zc9jpl_ffaPJUn6Ew,cTPdZ9Va0HCLESf5gNnXwA,4,7
7-WeMrvOxCH3oJfEWkC5rw,bRcEcYr27qNLQwicz8xHug,3,5
oKdygoDX5CfDJeXzv_EVaw,sGvZEOzRNkLl_CYUppA-JA,3,0
zsZBYWYEmLLs81_f-HHM8w,pSngeMoYShqw5icznsUyRg,5,6
iQtw19gqUjDMynCqgvHPvQ,MFcIbLWNblqwtOt5kVGHTQ,4,1
HK-TlD0yVA_tpTXZxfzu2w,JO8fpEpWlqFmjAwWZW5Gvw,1,4
Q8CLfv38ArMpPvv-8Wi-gQ,eqg6UyuVLwzAplUvN9UkSw,3,5
PGeiszoVusiv0wTHVdWklA,IxharcjDwjQ72nX7GuHVuQ,3,15
BGzavA_ddMr-jGmhArv7fg,EBI3tqp2NTD6czDmQJObZQ,3,5
OMjqheLCafymV1f19n427g,B4lddaSeuvEGl0Vmc_8Imw,4,3
GRsPBPJ4Ckx4mpm2UbzWsg,J-cXUti5UGgZiCAaYmzeog,3,3
OrgOAMFl3VoX3G_jl2Flyw,d_NwSdTDoJOyxD9Su0FcYg,5,1
kaJCbdYCy657hmpY6Eb82w,w2g2f6D8dgsuTMFw8M_SsA,4,4
4hetE9pQKPXesVF4KB2c8A,tOsvHZpxmyIK4Ngk8FaLJg,3,5
qIossUhtsJ55_ciRTEqiPQ,-3rvpkYkYD_N1IP4hSvD0A,2,9
nghz78aPzKPsD6MVFnBqRw,LRW8bLpQ7N5vjJPKNl85lg,4,8
68HjN_1C3Us_smf78s1eTg,WLCdg4ib7-_7b8epoXRjAw,4,6
sLquWhSFdoqdpJvDn7tqaw,zi6cB_bkswWPLD2k3IVtyg,5,9
8oml7qh4oTsted_TNMzH6A,QBIfqIgZLZsq0wIDO27FOQ,5,1
GKNC5QJTb9_FTC3z3aAdRw,qgEKyJfuL5LBA6D3V9nR9g,5,5
gVUccH2WcZ5bT9CJuX42lg,pLP4zc_eImuD5-AMtZAYHg,1,5
zAzCOnCSS1DiceIWXKQQWw,bxut9wt40ikh63hCgenkLQ,5,9
LMhTti4tnUvPwON8yREDcg,LGiM7r-E0bYvZUpniGPkSw,5,3
CqAFnIa7AKD-ey-aCsIN4Q,3NZNP3kzPFf7RHeiEy7H3A,4,3
yG-7jMmGOfL5i3AXCkue2A,FCWrI6E4kQpU_CwWGc-Vng,5,3
rBVubLc9uLDZLrIhd7OiQg,WZhI-q8IyV7ec_4kWzrSmQ,5,14
eSqMc6Nh8pQSQtI1OT_mBQ,ZkGHqd_f6hxNb5TN6Knu-g,4,12
c_vwdEGXm57ASJvMK4ob4w,TZmMsbw5TbRqv8rmKj_aGg,4,6
5xrHnV-8-TotHbT-dq21WA,2iTsRqUsPGRH1li1WVRvKQ,5,4
xJafm7vGSkUI5ocgYkCWkA,BEpUZHL0FdBWa4egx1r2LQ,5,6
MEBWqqaUOnxVLjvEcNZJWA,M27gWyT2EpCCj-dSnXDJwA,4,4
EC5TGpxONfz4IZIjML0DpQ,GZdfqTwCo_VsBYZa4tvE7w,3,5
bvYnuDyb0mfD-oQxB_Wwtg,Rv1IiQaIIDunqzS8dSvHCw,5,4
JmMXYQJio5eXgOvVZl_xGw,SCSDDqlCT5Lfzs1T1OH9gA,3,5
1dWLN4Mr4hKhu8MQUCKqXQ,iBlQvqiy5Rg2h-y9TS1yOA,5,4
DOZtiJTh6ZYsZJcXgPrdBg,2W-ieV0yKWD4Iw1T6BPJxw,4,5
dLOfp-2TAGAb78jGZPvMoA,y-l_UNoWsDqMjvkpM180CA,5,0
6MM9Yqn7UBM8tmpSHQHAAg,K28NUDrV8GbR_mn2WDLoLQ,4,8
tQHPuMvQDT29bZyci2q2Pw,C9vu1zS0ZYOWlt6f8wkKnA,5,5
owbC7FP8SNAlwv6f9S5Stw,f4kNNLU_0q_2J711jCN7dA,5,4
UGlJYHK0I7TM6yLB3Rkp2w,aylmrtz1AaFQTeM62cul0Q,2,14
Ytjon2aVUm09CMdfGJxZYg,XUFLk5rNPuxXHUdJWXCF3w,3,14
MeD3eX4oHmGS77MlF7hYZg,J0ET9_Zvh10E02BrEN74iw,4,5
caeBwAutRRMSVA2aHPQ4Eg,DbEszO3wk1xVmN3pCPob2g,2,4
Q8CLfv38ArMpPvv-8Wi-gQ,WnUttoJffplgWaQGR2J2Xw,4,5
BIJ19JsE1QulXWLv2v2C_g,CVS4vhkO9oUH0oQ6iJucaw,5,3
bLbSNkLggFnqwNNzzq-Ijw,aIZQF2UCLv6ru-zsPK4H2Q,4,1
yocUoAflwaRsnyUf6ceQwA,JO8OXx02RXoj8Kio7EwaYg,4,3
fnaTT62QH1PeDnnOLdODgw,_phIG3MIZs23EKrigUp7og,5,11
ZQsculZs_WMVFnBGQee1EQ,33EuQjAGkymwow4I-VKUVw,3,12
d_hn1iMN2b2QhRkTTWRfpQ,QZ4GFIArBMGolsVi0XHgcA,5,5
oKdygoDX5CfDJeXzv_EVaw,-PLQIgIXOwtZHwSSae19Aw,4,0
CSA-YFyZWlxPTeAZRJqMWA,M0CBCEY1UFX0JCRzKZ9ujw,3,5
0BBUmH7Krcax1RZgbH4fSA,1MQ-rCO-U4swt-A7oPwg3w,1,5
CqkdpG2tkCPQA69umlAHsA,dbqS4GGy62ibb3ntkDmdRA,4,0
cAY_gYiIq68RkWhLennaKw,Pe6MFhOa69NZIKHHjlQiNw,4,4
8P2LkzPGV4ID_fE7gJGKGg,htbLxEfvaBpVuIqEYRFw5g,3,5
RlpkcJqctkKXl-LO1IAtig,X8GtmtMqkyOxXsF4Uj2Sgw,4,14
Y0-lLNc2Y7gUGXPzSsMueQ,QsTaa5bSKhyTKn3yDaObTw,4,5
jKx0XOTrnT6gHiiRZ-UVKg,6LHfiEI47tSTlGEzDaX7pQ,3,6
alUuOskFSl1bODjnce2PpQ,2LwD2kptBJxGrIO7zm9EMQ,4,5
0-wo7wKN_Rp0Xs6cBMEDJQ,aIROM-CabWZlXP3yBZsgrA,3,0
iTxPwAK3uqAIg1YtB2nFKw,XJN3OhXLBDa8zAqdi21FFQ,4,1
0-zHvlwR7ZmVeasLRGwpag,CD_ExwWCwGjxWYagfDBnbw,5,9
LltbT_fUMqZ-ZJP-vJ84IQ,pmoIMK8zGWvKsVOPDBYfzg,5,4
BdORxIHCQ9TlGC49phb_XA,oi3FWENKZ5y_bDCpEb8yOw,5,4
51UaY_JKrEOzA1CeEbuDNg,H8p7tEvUmJ2sTxxdmxnrMg,3,4
OExkeJeuAnjUdkjJvcrnnA,9c9CeJF2yatQWslMd5_Xmw,5,11
BInADFegedOHAxKO1jQ23A,NT-AQQcfp7TZnjFMwukKxQ,4,5
OXSJCjKtvZPf-YPDCXcWZg,hJkGfdNlHTfqFTeZ1xkjrw,5,4
_VTEyUzzH92X3w-IpGaXVA,mPWRxHEYOa5crj5E1tyL0g,5,9
D2ljL5ejuqpa4f8fnZ1qjw,BaVtTt9pBoI8rrN35tsj_g,5,12
AEsYvOCOJhnwp2u78fQpfg,GaUf2viNL6okuMowftQ5gA,3,13
FSr1CdDnHilQ2forw4buLw,TEdtu4fe7yZ5biKsYpURBw,4,6
xXQTdJXPGOP-NUYctcQw8g,I-wr2dlV1nPaEyOdLflUww,5,0
Bp6bMTGC8qUxT2A8DC37Cg,mSSH1BFPQJ41gmPiN9_jwg,5,0
Aqlu39fYy9g9TzDQHKk6Gg,L3GSBM-3cUGiEWqcnNF9lA,4,0
XrRLaAeV20MRwdSIGjj2SQ,M51gw2cz_vXarNBLbKkOxQ,4,4
7V29xzsIxlHfdcHsnpHB3Q,0cjjoeuuWcgrFFe0qd-eOw,5,9
duku8ZJEzJC3_E8602coqg,7ZbjK_dmojrxoY-CBeHPeA,2,7
8hMl3otCQKe8n7d7VmVwNg,He-G7vWjzVUysIKrfNbPUQ,5,9
ySKAnvEAVySrxYz0rqjMgw,p6Rf2hsyF1eYVJk9ag3W2A,5,14
0femxedHmBjoB0Tfli6cFQ,ZYof0WYlilJ3pgWNSgmYKQ,2,9
N3oNEwh0qgPqPP3Em6wJXw,kOZohaAywZ8GFF6YjOyBVQ,4,4
2-iZ3lifB5gGWcpP6EgCCw,knJh7agyWMdPyndI9dURjw,5,14
-qj9ouN0bzMXz1vfEslG-A,F0c5AMuF_w49727bE7xV1w,4,4
8-c_N_vSkwVieg8sHn_Ppw,5Nr1rkaTmyWqBAsil5CLDg,5,6
sDiiBvtwbwzTqEozByzaAQ,7B0qcp3pQw-zoGNySmYRqw,4,8
EjA7rcw9F7By6GFQ7-t9WQ,3num8fBJ9Z0T_HfshUNcrA,4,5
65yB0ydGXOZ_-T6J_GbKfw,NXNU8rqEwhHURjGmQJOqng,4,15
yfXqZkU5iXE07GSHzdsQBA,MWde5YzXWcNbpQ0604yGKA,5,0
P1cF6tuUES0jMpoTdWZSlQ,8R_oemw4rNjJL6sd40O_oQ,2,11
TGrZk61ja7X1ijAGW5lNmg,_3lIBvmGuRzry5FNN1WprA,2,5
xlkjaJUu2fVojeaaVgQPOw,ErYuSC1--vwE6Me3L4AMZw,4,12
Um-3UHQVVCtrX1m3chK5Bg,SgSVJWgMwFteYyz4OlHu9Q,5,4
aArP4vt3_7ylIRwovEuiVg,k2zlqOTGMo7j2q2xiewXwg,5,7
_ijx1PqANQVFLGNWCibdig,THadh2gExZ0AxzcLJbJf9g,3,4
cpkkojfuNh4zaXHvgDZoMw,JExlaHCiJ54STFLyNLqZ9w,3,6
vcMZqy8TCWqDPBdEVZVfmg,urkVZybwRNeOeu5vB2zUIg,4,5
HXVx8dG5KxQZog6kdDraWg,BaMQOhwTsid9_D3MOxYduQ,4,8
F3kQlBYlD__s-J9U2-HsEA,jTqEmLZFw-530alwgn1rYw,2,7
7Oe6ikklTjVBbEFw9emLcA,vYOtdnBm-45KQiiHj8jqaw,4,4
7sNE58P4AvsX6QHE8ypCiA,AzZldizu_tF9plrxsj0JGQ,5,11
HikPdCQGk1mk5JsPjur7Nw,XcricTBH9J2_2DpkYVGaCw,3,5
UNb9r8__MMVsAZFkpEJnew,4pxIMdUZKS1PsK4aVCOhPQ,5,4
U0WU9d6gpMNkO_tPXK58Sg,GY2Ft91pI_JUnR6EfdE8TQ,3,4
6b1TrqxJ6iK11tUtu3b2hw,Go030M_vCtfNBTMCyZOTcw,5,9
p_2daiuEk774FFHsKrCAlg,POJJ7wNPskz30XiyzwRZnQ,3,1
KXX1IileI-ZKv6HvkAkuiw,4sitViZ5-pr9wKjmCSK8ng,5,14
SfY0jEFqBkrqq9bVi6P31Q,vYOtdnBm-45KQiiHj8jqaw,3,4
lKRbcLWDQmOmhcMa3vMCMA,kqTek_oBEKOKpIHI12JYhQ,3,8
H4ECp8d_jYLGHsPCgD5ltw,cuyPAX7EceQkLmhKqo-ASA,2,5
v-ycLH_ziGCe8n6czSSl4g,pONAh36UidKWp0jU7ecwgw,1,11
6UPWBTOfNoaGRahqTX14Ag,Mksyt1TZQ-7vzCZjeuzfAg,2,5
0rMkjnsRm82lOhyQH_3enQ,Oe5vJB0Riwg8RetgADqZMg,5,0
8bKpyXdiYF3ZKIB3QyEiVQ,XmgdFa3G_CZVfjtQEJMZfQ,4,5
BhYROfCjIJsKUk22_IVHig,PBsxfsKbNHDc_efVYUYbTA,4,0
YRcaNlwQ6XXPFDXWtuMGdA,RA83jaYlKMvK0w3KYvTVKg,3,5
yRm9czxWwbiJA-rtRAigcA,WECxgtrf9dyplOB4Iur9iA,4,0
x5GG_pGk5kPGgQBallt7vg,2jqUYcKMYZXnpxNTkORJgQ,5,9
xGKawGzxuIIITvnD49La5w,1XtaqIPSEarYEMBw5JZE_g,5,5
135DbbQnr3BEkQbBzZ9T1A,w2tr0PA0b3tg8pId0kjM-A,3,9
o0WGr8L3BWfH2Bslpnqw6g,2D00THQCGGHUrAuH08KOMg,4,0
h9LPugJk2cpIh0gmQb5LnQ,ffKC05KiJWMB1ppjOYs9Hg,3,9
9lOvvj908G6FkmlJfdSh7Q,Gh-qmVwvibLnNdqEZXcQHw,5,1
Yjer78RnYr7OCzirgdcOaw,_JvkW_J9JKc2s_PKRhkdUA,5,0
5p7fIgmWgP6yWdqJbSrlig,R4xJiZIgjQ8kb6mMRMJJjg,3,8
C2oXAYS4H6uOf7CWLywUYQ,FXb6ea4_zxLaBN5cks4vgA,3,0
7ugys-3LhtBR9IIG8UF11Q,-qapEPpNaxcpuGfATdjDEw,1,5
7_RaCe5zzPBYWm9znlffUA,-yzBFD877La-RP739VxF7w,4,5
uTRWF_Hd-Sbc164ixIP8ng,XP_VxsvYhnB3oONjUyLhQw,5,0
5HjilK4MaY1XGzhx6EWzLQ,HYKTKG3X7jtLe6elxp63JQ,4,4
JnPIjvC0cmooNDfsa9BmXg,S_vKqJG07RebONg14xTi9A,2,5
M4yYtAXehUzaHB1ghl6EXg,Ixp4JlKM1cuXloJ3xxYQDg,3,6
81oHDSsk-VRJm-Bnn_ex1A,WJWXFL4aFQy7edFrRNxlWA,3,5
zgFpxIm2_I86lhtHOdmjsQ,Y4aiTsQO1LrX0Saw00lOPg,2,4
3LW_w3POTvwjl0gY-rHmmw,Xkk1YnKk4A7TOA2r6MtaTw,3,0
oEshN5oq98_g23MvEnRc5A,Cl1GJCj28jn5Q6Z3oLOSoA,4,0
BrKoAfW32omNcaFqW9pKsA,lmxA0dJM0XsPCIHPXhEQ-g,5,4
yAdnKwB8ReKDY-0po46Thw,cKgUCzMGuRgkbKXUsgeXUw,4,11
Rove-_SK-PAezQPQS7cnaQ,DgZ-pZUo3drzpiCDlDr9IQ,4,1
NjNJ1JLnMlOfnDI6Oz6Qew,5zDP3Y2hdh6GJL9DVbQ2KA,5,4
Y6rQQJiVHEn_SuScZzJSxg,_IQ9VXQ8WsyLmhw6HkGTHA,5,12
CxDOIDnH8gp9KXzpBHJYXw,Du199LbeUS-oVmld_dcq1g,2,5
EtFYEN0sbxkZOOt3DE7vWg,bc3qgRXb8mln0CGgUCTdug,4,6
20D021OBLC2j5JH39FaF8g,g8OnV26ywJlZpezdBnOWUQ,2,4
FwkBQO-lA-EgkA8t_EHqfw,L3yqbETHG6F7jt9kIOyDfw,4,5
qibGLHABNReGeJr2w4_8yQ,RH031_bmo80rTPvqr2FLyw,5,1
eK6FpEPv2urKpEjWwR45QQ,9dd-dLxZs8o0R27qDkKTUw,5,1
J6E6NSpJqMBib9ydbchicg,E8AkdN9Adb_yRKLFiiSBFg,4,0
y6To06jltp9_C0SHy48sSw,4m5g6GUGDN9NqkfA0dk9fA,4,4
erJ1HQwavgZx4996SMIxrA,YRyYbOSwvHkZsZOLv98oQg,5,4
22ITtShcXEQcR1M5Sb08pg,GjI8vHV8cAsZlhBpogoUEw,1,5
